2002  7 31  0  0 131
2002  7 31  0 15 131
2002  7 31  0 30 131
2002  7 31  0 45 131
2002  7 31  1  0 131
2002  7 31  1 15 131
2002  7 31  1 30 131
2002  7 31  1 45 131
2002  7 31  2  0 131
2002  7 31  2 15 131
2002  7 31  2 30 131
2002  7 31  2 45 131
2002  7 31  3  0 131
2002  7 31  3 15 130
2002  7 31  3 30 130
2002  7 31  3 45 130
2002  7 31  4  0 130
2002  7 31  4 15 130
2002  7 31  4 30 130
2002  7 31  4 45 130
2002  7 31  5  0 130
2002  7 31  5 15 130
2002  7 31  5 30 130
2002  7 31  5 45 130
2002  7 31  6  0 130
2002  7 31  6 15 131
2002  7 31  6 30 129
2002  7 31  6 45 130
2002  7 31  7  0 130
2002  7 31  7 15 130
2002  7 31  7 30 130
2002  7 31  7 45 129
2002  7 31  8  0 129
2002  7 31  8 15 129
2002  7 31  8 30 129
2002  7 31  8 45 129
2002  7 31  9  0 129
2002  7 31  9 15 129
2002  7 31  9 30 129
2002  7 31  9 45 129
2002  7 31 10  0 129
2002  7 31 10 15 129
2002  7 31 10 30 129
2002  7 31 10 45 129
2002  7 31 11  0 129
2002  7 31 11 15 129
2002  7 31 11 30 129
2002  7 31 11 45 129
2002  7 31 12  0 129
2002  7 31 12 15 129
2002  7 31 12 30 129
2002  7 31 12 45 129
2002  7 31 13  0 129
2002  7 31 13 15 129
2002  7 31 13 30 129
2002  7 31 13 45 129
2002  7 31 14  0 129
2002  7 31 14 15 129
2002  7 31 14 30 129
2002  7 31 14 45 129
2002  7 31 15  0 129
2002  7 31 15 15 130
2002  7 31 15 30 130
2002  7 31 15 45 129
2002  7 31 16  0 129
2002  7 31 16 15 129
2002  7 31 16 30 129
2002  7 31 16 45 129
2002  7 31 17  0 129
2002  7 31 17 15 130
2002  7 31 17 30 129
2002  7 31 17 45 129
2002  7 31 18  0 129
2002  7 31 18 15 129
2002  7 31 18 30 129
2002  7 31 18 45 129
2002  7 31 19  0 129
2002  7 31 19 15 129
2002  7 31 19 30 129
2002  7 31 19 45 129
2002  7 31 20  0 129
2002  7 31 20 15 129
2002  7 31 20 30 129
2002  7 31 20 45 129
2002  7 31 21  0 129
2002  7 31 21 15 129
2002  7 31 21 30 129
2002  7 31 21 45 129
2002  7 31 22  0 129
2002  7 31 22 15 129
2002  7 31 22 30 129
2002  7 31 22 45 129
2002  7 31 23  0 129
2002  7 31 23 15 129
2002  7 31 23 30 129
2002  7 31 23 45 129
2002  8  1  0  0 129
2002  8  1  0 15 129
2002  8  1  0 30 129
2002  8  1  0 45 129
2002  8  1  1  0 129
2002  8  1  1 15 129
2002  8  1  1 30 128
2002  8  1  1 45 128
2002  8  1  2  0 128
2002  8  1  2 15 128
2002  8  1  2 30 128
2002  8  1  2 45 128
2002  8  1  3  0 128
2002  8  1  3 15 128
2002  8  1  3 30 128
2002  8  1  3 45 128
2002  8  1  4  0 128
2002  8  1  4 15 128
2002  8  1  4 30 128
2002  8  1  4 45 128
2002  8  1  5  0 127
2002  8  1  5 15 127
2002  8  1  5 30 128
2002  8  1  5 45 127
2002  8  1  6  0 127
2002  8  1  6 15 127
2002  8  1  6 30 127
2002  8  1  6 45 127
2002  8  1  7  0 127
2002  8  1  7 15 127
2002  8  1  7 30 126
2002  8  1  7 45 126
2002  8  1  8  0 126
2002  8  1  8 15 126
2002  8  1  8 30 126
2002  8  1  8 45 126
2002  8  1  9  0 126
2002  8  1  9 15 126
2002  8  1  9 30 126
2002  8  1  9 45 126
2002  8  1 10  0 126
2002  8  1 10 15 126
2002  8  1 10 30 126
2002  8  1 10 45 126
2002  8  1 11  0 126
2002  8  1 11 15 126
2002  8  1 11 30 126
2002  8  1 11 45 125
2002  8  1 12  0 125
2002  8  1 12 15 125
2002  8  1 12 30 125
2002  8  1 12 45 125
2002  8  1 13  0 125
2002  8  1 13 15 125
2002  8  1 13 30 125
2002  8  1 13 45 125
2002  8  1 14  0 125
2002  8  1 14 15 125
2002  8  1 14 30 126
2002  8  1 14 45 128
2002  8  1 15  0 129
2002  8  1 15 15 128
2002  8  1 15 30 128
2002  8  1 15 45 128
2002  8  1 16  0 127
2002  8  1 16 15 127
2002  8  1 16 30 127
2002  8  1 16 45 127
2002  8  1 17  0 126
2002  8  1 17 15 126
2002  8  1 17 30 126
2002  8  1 17 45 126
2002  8  1 18  0 126
2002  8  1 18 15 126
2002  8  1 18 30 127
2002  8  1 18 45 128
2002  8  1 19  0 128
2002  8  1 19 15 129
2002  8  1 19 30 129
2002  8  1 19 45 129
2002  8  1 20  0 129
2002  8  1 20 15 130
2002  8  1 20 30 129
2002  8  1 20 45 129
2002  8  1 21  0 129
2002  8  1 21 15 129
2002  8  1 21 30 129
2002  8  1 21 45 129
2002  8  1 22  0 129
2002  8  1 22 15 129
2002  8  1 22 30 128
2002  8  1 22 45 128
2002  8  1 23  0 128
2002  8  1 23 15 128
2002  8  1 23 30 128
2002  8  1 23 45 128
2002  8  2  0  0 128
2002  8  2  0 15 128
2002  8  2  0 30 128
2002  8  2  0 45 128
2002  8  2  1  0 128
2002  8  2  1 15 128
2002  8  2  1 30 128
2002  8  2  1 45 128
2002  8  2  2  0 128
2002  8  2  2 15 128
2002  8  2  2 30 128
2002  8  2  2 45 128
2002  8  2  3  0 128
2002  8  2  3 15 128
2002  8  2  3 30 128
2002  8  2  3 45 128
2002  8  2  4  0 128
2002  8  2  4 15 128
2002  8  2  4 30 128
2002  8  2  4 45 128
2002  8  2  5  0 128
2002  8  2  5 15 128
2002  8  2  5 30 128
2002  8  2  5 45 128
2002  8  2  6  0 128
2002  8  2  6 15 128
2002  8  2  6 30 128
2002  8  2  6 45 128
2002  8  2  7  0 128
2002  8  2  7 15 128
2002  8  2  7 30 128
2002  8  2  7 45 128
2002  8  2  8  0 127
2002  8  2  8 15 128
2002  8  2  8 30 127
2002  8  2  8 45 127
2002  8  2  9  0 127
2002  8  2  9 15 127
2002  8  2  9 30 127
2002  8  2  9 45 127
2002  8  2 10  0 127
2002  8  2 10 15 127
2002  8  2 10 30 127
2002  8  2 10 45 127
2002  8  2 11  0 127
2002  8  2 11 15 127
2002  8  2 11 30 127
2002  8  2 11 45 127
2002  8  2 12  0 127
2002  8  2 12 15 127
2002  8  2 12 30 127
2002  8  2 12 45 127
2002  8  2 13  0 127
2002  8  2 13 15 127
2002  8  2 13 30 127
2002  8  2 13 45 127
2002  8  2 14  0 127
2002  8  2 14 15 128
2002  8  2 14 30 127
2002  8  2 14 45 127
2002  8  2 15  0 127
2002  8  2 15 15 127
2002  8  2 15 30 127
2002  8  2 15 45 127
2002  8  2 16  0 127
2002  8  2 16 15 127
2002  8  2 16 30 127
2002  8  2 16 45 127
2002  8  2 17  0 127
2002  8  2 17 15 127
2002  8  2 17 30 127
2002  8  2 17 45 127
2002  8  2 18  0 127
2002  8  2 18 15 127
2002  8  2 18 30 127
2002  8  2 18 45 127
2002  8  2 19  0 127
2002  8  2 19 15 127
2002  8  2 19 30 127
2002  8  2 19 45 127
2002  8  2 20  0 127
2002  8  2 20 15 127
2002  8  2 20 30 127
2002  8  2 20 45 127
2002  8  2 21  0 127
2002  8  2 21 15 127
2002  8  2 21 30 127
2002  8  2 21 45 127
2002  8  2 22  0 127
2002  8  2 22 15 127
2002  8  2 22 30 127
2002  8  2 22 45 127
2002  8  2 23  0 127
2002  8  2 23 15 127
2002  8  2 23 30 127
2002  8  2 23 45 127
2002  8  3  0  0 127
2002  8  3  0 15 127
2002  8  3  0 30 127
2002  8  3  0 45 127
2002  8  3  1  0 127
2002  8  3  1 15 127
2002  8  3  1 30 127
2002  8  3  1 45 127
2002  8  3  2  0 127
2002  8  3  2 15 127
2002  8  3  2 30 127
2002  8  3  2 45 127
2002  8  3  3  0 127
2002  8  3  3 15 127
2002  8  3  3 30 127
2002  8  3  3 45 127
2002  8  3  4  0 127
2002  8  3  4 15 127
2002  8  3  4 30 127
2002  8  3  4 45 127
2002  8  3  5  0 127
2002  8  3  5 15 127
2002  8  3  5 30 127
2002  8  3  5 45 127
2002  8  3  6  0 127
2002  8  3  6 15 127
2002  8  3  6 30 127
2002  8  3  6 45 126
2002  8  3  7  0 126
2002  8  3  7 15 126
2002  8  3  7 30 126
2002  8  3  7 45 126
2002  8  3  8  0 126
2002  8  3  8 15 126
2002  8  3  8 30 126
2002  8  3  8 45 126
2002  8  3  9  0 126
2002  8  3  9 15 125
2002  8  3  9 30 125
2002  8  3  9 45 125
2002  8  3 10  0 125
2002  8  3 10 15 125
2002  8  3 10 30 125
2002  8  3 10 45 125
2002  8  3 11  0 125
2002  8  3 11 15 125
2002  8  3 11 30 125
2002  8  3 11 45 125
2002  8  3 12  0 125
2002  8  3 12 15 125
2002  8  3 12 30 125
2002  8  3 12 45 125
2002  8  3 13  0 125
2002  8  3 13 15 125
2002  8  3 13 30 124
2002  8  3 13 45 124
2002  8  3 14  0 124
2002  8  3 14 15 124
2002  8  3 14 30 125
2002  8  3 14 45 124
2002  8  3 15  0 125
2002  8  3 15 15 124
2002  8  3 15 30 124
2002  8  3 15 45 124
2002  8  3 16  0 124
2002  8  3 16 15 124
2002  8  3 16 30 124
2002  8  3 16 45 124
2002  8  3 17  0 124
2002  8  3 17 15 124
2002  8  3 17 30 124
2002  8  3 17 45 124
2002  8  3 18  0 124
2002  8  3 18 15 124
2002  8  3 18 30 124
2002  8  3 18 45 124
2002  8  3 19  0 124
2002  8  3 19 15 124
2002  8  3 19 30 124
2002  8  3 19 45 124
2002  8  3 20  0 125
2002  8  3 20 15 124
2002  8  3 20 30 124
2002  8  3 20 45 124
2002  8  3 21  0 124
2002  8  3 21 15 124
2002  8  3 21 30 125
2002  8  3 21 45 125
2002  8  3 22  0 124
2002  8  3 22 15 125
2002  8  3 22 30 125
2002  8  3 22 45 125
2002  8  3 23  0 125
2002  8  3 23 15 125
2002  8  3 23 30 125
2002  8  3 23 45 125
2002  8  4  0  0 125
2002  8  4  0 15 125
2002  8  4  0 30 125
2002  8  4  0 45 125
2002  8  4  1  0 126
2002  8  4  1 15 126
2002  8  4  1 30 126
2002  8  4  1 45 126
2002  8  4  2  0 126
2002  8  4  2 15 126
2002  8  4  2 30 126
2002  8  4  2 45 126
2002  8  4  3  0 126
2002  8  4  3 15 126
2002  8  4  3 30 126
2002  8  4  3 45 126
2002  8  4  4  0 127
2002  8  4  4 15 127
2002  8  4  4 30 127
2002  8  4  4 45 127
2002  8  4  5  0 127
2002  8  4  5 15 127
2002  8  4  5 30 127
2002  8  4  5 45 127
2002  8  4  6  0 127
2002  8  4  6 15 127
2002  8  4  6 30 127
2002  8  4  6 45 127
2002  8  4  7  0 127
2002  8  4  7 15 127
2002  8  4  7 30 127
2002  8  4  7 45 127
2002  8  4  8  0 127
2002  8  4  8 15 127
2002  8  4  8 30 127
2002  8  4  8 45 127
2002  8  4  9  0 127
2002  8  4  9 15 127
2002  8  4  9 30 127
2002  8  4  9 45 127
2002  8  4 10  0 127
2002  8  4 10 15 127
2002  8  4 10 30 127
2002  8  4 10 45 127
2002  8  4 11  0 127
2002  8  4 11 15 127
2002  8  4 11 30 127
2002  8  4 11 45 127
2002  8  4 12  0 128
2002  8  4 12 15 128
2002  8  4 12 30 128
2002  8  4 12 45 128
2002  8  4 13  0 128
2002  8  4 13 15 128
2002  8  4 13 30 128
2002  8  4 13 45 128
2002  8  4 14  0 128
2002  8  4 14 15 128
2002  8  4 14 30 128
2002  8  4 14 45 128
2002  8  4 15  0 128
2002  8  4 15 15 128
2002  8  4 15 30 128
2002  8  4 15 45 128
2002  8  4 16  0 128
2002  8  4 16 15 129
2002  8  4 16 30 129
2002  8  4 16 45 129
2002  8  4 17  0 129
2002  8  4 17 15 129
2002  8  4 17 30 129
2002  8  4 17 45 129
2002  8  4 18  0 129
2002  8  4 18 15 129
2002  8  4 18 30 129
2002  8  4 18 45 129
